MONTH,TagName,Questions
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","haskell","263"
"2019-09-01 00:00:00","matlab","301"
"2019-09-01 00:00:00","objective-c","250"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","rust","333"
"2019-09-01 00:00:00","scala","711"
"2019-09-01 00:00:00","shell","502"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","haskell","322"
"2019-10-01 00:00:00","matlab","434"
"2019-10-01 00:00:00","objective-c","321"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","rust","332"
"2019-10-01 00:00:00","scala","701"
"2019-10-01 00:00:00","shell","545"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","haskell","338"
"2019-11-01 00:00:00","matlab","401"
"2019-11-01 00:00:00","objective-c","280"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","rust","317"
"2019-11-01 00:00:00","scala","667"
"2019-11-01 00:00:00","shell","564"
"2019-12-01 00:00:00","assembly","246"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","haskell","269"
"2019-12-01 00:00:00","matlab","289"
"2019-12-01 00:00:00","objective-c","252"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","669"
"2019-12-01 00:00:00","rust","325"
"2019-12-01 00:00:00","scala","590"
"2019-12-01 00:00:00","shell","481"
"2020-01-01 00:00:00","assembly","230"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","haskell","240"
"2020-01-01 00:00:00","matlab","327"
"2020-01-01 00:00:00","objective-c","268"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","ruby","766"
"2020-01-01 00:00:00","rust","309"
"2020-01-01 00:00:00","scala","651"
"2020-01-01 00:00:00","shell","553"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","haskell","203"
"2020-02-01 00:00:00","matlab","331"
"2020-02-01 00:00:00","objective-c","253"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","rust","360"
"2020-02-01 00:00:00","scala","696"
"2020-02-01 00:00:00","shell","552"
"2020-03-01 00:00:00","assembly","298"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","haskell","245"
"2020-03-01 00:00:00","matlab","301"
"2020-03-01 00:00:00","objective-c","240"
"2020-03-01 00:00:00","perl","200"
"2020-03-01 00:00:00","ruby","712"
"2020-03-01 00:00:00","rust","361"
"2020-03-01 00:00:00","scala","714"
"2020-03-01 00:00:00","shell","595"
"2020-04-01 00:00:00","assembly","380"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","haskell","260"
"2020-04-01 00:00:00","matlab","431"
"2020-04-01 00:00:00","objective-c","289"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","rust","454"
"2020-04-01 00:00:00","scala","843"
"2020-04-01 00:00:00","shell","630"
"2020-05-01 00:00:00","assembly","356"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","haskell","311"
"2020-05-01 00:00:00","matlab","370"
"2020-05-01 00:00:00","objective-c","272"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","698"
"2020-05-01 00:00:00","rust","499"
"2020-05-01 00:00:00","scala","873"
"2020-05-01 00:00:00","shell","558"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","haskell","191"
"2020-06-01 00:00:00","matlab","299"
"2020-06-01 00:00:00","objective-c","224"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","ruby","616"
"2020-06-01 00:00:00","rust","424"
"2020-06-01 00:00:00","scala","784"
"2020-06-01 00:00:00","shell","510"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","haskell","213"
