MONTH,TagName,Questions
"2019-09-01 00:00:00","c#","7853"
"2019-09-01 00:00:00","c++","3781"
"2019-09-01 00:00:00","css","3886"
"2019-09-01 00:00:00","html","5816"
"2019-09-01 00:00:00","java","9693"
"2019-09-01 00:00:00","javascript","14896"
"2019-09-01 00:00:00","node.js","3751"
"2019-09-01 00:00:00","php","5584"
"2019-09-01 00:00:00","python","16904"
"2019-09-01 00:00:00","r","3946"
"2019-10-01 00:00:00","c#","8423"
"2019-10-01 00:00:00","c++","4845"
"2019-10-01 00:00:00","css","4174"
"2019-10-01 00:00:00","html","6331"
"2019-10-01 00:00:00","java","11240"
"2019-10-01 00:00:00","javascript","15998"
"2019-10-01 00:00:00","node.js","4047"
"2019-10-01 00:00:00","php","6098"
"2019-10-01 00:00:00","python","20478"
"2019-10-01 00:00:00","r","4386"
"2019-11-01 00:00:00","c#","8038"
"2019-11-01 00:00:00","c++","4741"
"2019-11-01 00:00:00","css","3949"
"2019-11-01 00:00:00","html","6297"
"2019-11-01 00:00:00","java","10346"
"2019-11-01 00:00:00","javascript","15768"
"2019-11-01 00:00:00","node.js","4133"
"2019-11-01 00:00:00","php","6113"
"2019-11-01 00:00:00","python","20643"
"2019-11-01 00:00:00","r","4292"
"2019-12-01 00:00:00","c#","7227"
"2019-12-01 00:00:00","c++","4212"
"2019-12-01 00:00:00","css","3668"
"2019-12-01 00:00:00","html","5853"
"2019-12-01 00:00:00","java","9062"
"2019-12-01 00:00:00","javascript","14329"
"2019-12-01 00:00:00","node.js","3719"
"2019-12-01 00:00:00","php","5255"
"2019-12-01 00:00:00","python","18146"
"2019-12-01 00:00:00","r","3745"
"2020-01-01 00:00:00","c#","7833"
"2020-01-01 00:00:00","c++","4246"
"2020-01-01 00:00:00","css","4122"
"2020-01-01 00:00:00","html","6388"
"2020-01-01 00:00:00","java","10004"
"2020-01-01 00:00:00","javascript","16062"
"2020-01-01 00:00:00","node.js","4384"
"2020-01-01 00:00:00","php","5921"
"2020-01-01 00:00:00","python","20035"
"2020-01-01 00:00:00","r","4157"
"2020-02-01 00:00:00","c#","7737"
"2020-02-01 00:00:00","c++","4106"
"2020-02-01 00:00:00","css","3978"
"2020-02-01 00:00:00","html","6180"
"2020-02-01 00:00:00","java","10086"
"2020-02-01 00:00:00","javascript","15793"
"2020-02-01 00:00:00","node.js","4013"
"2020-02-01 00:00:00","php","5708"
"2020-02-01 00:00:00","python","20094"
"2020-02-01 00:00:00","r","4696"
"2020-03-01 00:00:00","c#","7810"
"2020-03-01 00:00:00","c++","4667"
"2020-03-01 00:00:00","css","4510"
"2020-03-01 00:00:00","html","6919"
"2020-03-01 00:00:00","java","11105"
"2020-03-01 00:00:00","javascript","17611"
"2020-03-01 00:00:00","node.js","4601"
"2020-03-01 00:00:00","php","5708"
"2020-03-01 00:00:00","python","22789"
"2020-03-01 00:00:00","r","5129"
"2020-04-01 00:00:00","c#","8619"
"2020-04-01 00:00:00","c++","6244"
"2020-04-01 00:00:00","css","5264"
"2020-04-01 00:00:00","html","8049"
"2020-04-01 00:00:00","java","12678"
"2020-04-01 00:00:00","javascript","20978"
"2020-04-01 00:00:00","node.js","5502"
"2020-04-01 00:00:00","php","6693"
"2020-04-01 00:00:00","python","27729"
"2020-04-01 00:00:00","r","6178"
"2020-05-01 00:00:00","c#","8641"
"2020-05-01 00:00:00","c++","6451"
"2020-05-01 00:00:00","css","5659"
"2020-05-01 00:00:00","html","8611"
"2020-05-01 00:00:00","java","12097"
"2020-05-01 00:00:00","javascript","21551"
"2020-05-01 00:00:00","node.js","5909"
"2020-05-01 00:00:00","php","6583"
"2020-05-01 00:00:00","python","29558"
"2020-05-01 00:00:00","r","6022"
"2020-06-01 00:00:00","c#","7932"
"2020-06-01 00:00:00","c++","5647"
"2020-06-01 00:00:00","css","5229"
"2020-06-01 00:00:00","html","7898"
"2020-06-01 00:00:00","java","10876"
"2020-06-01 00:00:00","javascript","19913"
"2020-06-01 00:00:00","node.js","5347"
"2020-06-01 00:00:00","php","5981"
"2020-06-01 00:00:00","python","27225"
"2020-06-01 00:00:00","r","5451"
"2020-07-01 00:00:00","c#","7843"
"2020-07-01 00:00:00","c++","5191"
"2020-07-01 00:00:00","css","5119"
"2020-07-01 00:00:00","html","7776"
"2020-07-01 00:00:00","java","10506"
"2020-07-01 00:00:00","javascript","19959"
"2020-07-01 00:00:00","node.js","5467"
"2020-07-01 00:00:00","php","5996"
"2020-07-01 00:00:00","python","26382"
"2020-07-01 00:00:00","r","4945"
"2020-08-01 00:00:00","c#","7108"
"2020-08-01 00:00:00","c++","4804"
"2020-08-01 00:00:00","css","4783"
"2020-08-01 00:00:00","html","6910"
"2020-08-01 00:00:00","java","9395"
"2020-08-01 00:00:00","javascript","18129"
"2020-08-01 00:00:00","node.js","5114"
"2020-08-01 00:00:00","php","5026"
"2020-08-01 00:00:00","python","23166"
"2020-08-01 00:00:00","r","4511"
"2020-09-01 00:00:00","c#","7000"
"2020-09-01 00:00:00","c++","4143"
"2020-09-01 00:00:00","css","4783"
"2020-09-01 00:00:00","html","7115"
"2020-09-01 00:00:00","java","10156"
"2020-09-01 00:00:00","javascript","18594"
"2020-09-01 00:00:00","node.js","5486"
"2020-09-01 00:00:00","php","5347"
"2020-09-01 00:00:00","python","23960"
"2020-09-01 00:00:00","r","5190"
"2020-10-01 00:00:00","c#","6987"
"2020-10-01 00:00:00","c++","4692"
"2020-10-01 00:00:00","css","5109"
"2020-10-01 00:00:00","html","7660"
"2020-10-01 00:00:00","java","10736"
"2020-10-01 00:00:00","javascript","19106"
"2020-10-01 00:00:00","node.js","5529"
"2020-10-01 00:00:00","php","5416"
"2020-10-01 00:00:00","python","26327"
"2020-10-01 00:00:00","r","5789"
"2020-11-01 00:00:00","c#","6790"
"2020-11-01 00:00:00","c++","4726"
"2020-11-01 00:00:00","css","4533"
"2020-11-01 00:00:00","html","6792"
"2020-11-01 00:00:00","java","10265"
"2020-11-01 00:00:00","javascript","18118"
"2020-11-01 00:00:00","node.js","5109"
"2020-11-01 00:00:00","php","5520"
"2020-11-01 00:00:00","python","25886"
"2020-11-01 00:00:00","r","5660"
"2020-12-01 00:00:00","c#","6488"
"2020-12-01 00:00:00","c++","4824"
